-0.0113033345	-0.015525716	0.009639896	-0.015713539	0.051306464	0.026085824	0.006891312	0.0029202974	-0.06096238	-0.01964339	0.11427747	0.030858083	-0.023535924	0.08624973	-0.09658388	0.03080996
-0.013806412	0.015815625	-0.06357296	0.066425554	-0.047878165	-0.06157284	-0.038432214	-0.0019094537	-0.100331075	0.004150612	0.10911044	0.010099434	-0.05310628	-0.013053765	-0.015978634	-0.0020816377
-0.007180865	0.035618022	-0.08931517	0.05214121	0.009049985	-0.086074814	-0.037130356	-0.0133097675	-0.13371779	0.07107654	0.2668631	-0.03282946	-0.08867006	-0.018041717	0.20094767	0.0064158994
-0.009801373	0.028746087	-0.04457368	0.08123968	0.035442874	-0.0906284	-0.01927305	-0.0040431772	-0.10397532	0.06773074	0.2149627	0.04510999	-0.044669677	-0.037163	0.0020613247	0.0010364163
-0.036848247	-0.030235149	-0.017201344	0.027407732	-0.021497214	-0.055315487	0.044482682	-0.037760265	-0.10518639	-0.03936506	0.1111373	0.077620156	-0.060388654	0.011413485	-0.00887823	-0.040682722
0.014295992	0.056941174	-0.013283783	0.054144423	-0.013651455	-0.0105598485	-0.048182636	0.020330762	-0.10626603	0.012638416	0.1436751	0.09450157	-0.13774918	0.03198813	-0.08766754	-0.006673015
-0.021071086	-0.0004654488	-0.07790043	-3.66684e-05	0.057186686	-0.019678406	-0.0040293327	-0.020259524	-0.110392526	0.049756944	0.13417903	0.03181205	-0.040296286	0.0036736464	0.17301418	0.021062136
0.007193364	0.008358167	-0.012561742	0.0095954565	0.051026855	0.025897946	0.037878424	-0.023588177	-0.082296245	0.0018881847	0.015746571	0.10120522	-0.047403045	0.046436466	-0.09747205	-0.06554818
-0.03816034	-0.048308592	-0.0024977052	0.0382186	0.027620018	0.0033709814	0.015514148	0.029259406	-0.031181747	-0.03515628	0.1916024	-0.010607886	-0.016628237	0.014331761	-0.04016226	0.0055062226
0.0643233	0.0467151	-0.06922464	-0.0106230285	0.020922527	-0.03941536	-0.073793516	0.00872314	-0.022594534	0.07377865	0.28402975	-0.01690736	-0.004273183	-0.072341226	0.16848949	-0.017691946
0.02038238	-0.0031630492	0.024259472	0.014137185	-0.031638645	-0.024555473	-0.009744859	0.035942517	-0.035557143	0.04575589	0.012517892	-0.026864393	0.03618954	0.012744866	0.0543003	0.021138767
